Question Number,Question Status,Question Type,Mandate,Subject,Unit,Panel,Food Sector Area,Deadline,Deadline Type,Acceptance Date,Adoption Date,Clock stop date,Clock start date,Difference (EFSA working days)
EFSA-Q-2009-01351,Finished,Application,M-2008-0032,"FL-no 07.248 Octan-2,3-dione",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01350,Finished,Application,M-2008-0032,FL-no 07.238 3-Hydroxy-2-octanone,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01349,Finished,Application,M-2008-0032,"FL-no 07.184 3-Methylnona-2,4-dione",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01348,Finished,Application,M-2008-0032,FL-no 07.168 2-Hydroxypiperitone,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01347,Finished,Application,M-2008-0032,FL-no 07.167 4-Hydroxyhexan-3-one,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01346,Finished,Application,M-2008-0032,FL-no 07.165 4-Hydroxy-4-methylpentan-2-one,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01345,Finished,Application,M-2008-0032,"FL-no 07.152 3,3-Diethoxybutan-2-one",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01344,Finished,Application,M-2008-0032,FL-no 07.097 3-(Hydroxymethyl)octan-2-one,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01343,Finished,Application,M-2008-0032,"FL-no 07.071 Octane-4,5-dione",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01342,Finished,Application,M-2008-0032,FL-no 06.134 Diacetyl-trimer,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,17/06/2009,-,-,-
EFSA-Q-2009-01341,Finished,Application,M-2008-0032,"FL-no 01.078 2,4-Nonadiene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01340,Finished,Application,M-2008-0032,FL-no 01.070 1-Octene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01339,Finished,Application,M-2008-0032,FL-no 01.067 8(14)-Cedrene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01338,Finished,Application,M-2008-0032,FL-no 01.066 2-Cedrene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01337,Finished,Application,M-2008-0032,"FL-no 01.064 cis-3,7-Dimethyl-1,3,6-octatriene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01336,Finished,Application,M-2008-0032,"FL-no 01.060 1,1,7-Trimethyltricyclo[2.2.1.0.(2.6)]heptane",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01335,Finished,Application,M-2008-0032,FL-no 01.059 4(10)-Thujene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01334,Finished,Application,M-2008-0032,"FL-no 01.058 1,2,3,4-Tetrahydro-1,1,6-trimethylnaphthalene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01333,Finished,Application,M-2008-0032,FL-no 01.057 Tetradecane,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01332,Finished,Application,M-2008-0032,FL-no 01.056 alpha-Santalene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01331,Finished,Application,M-2008-0032,FL-no 01.055 beta-Phellandrene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01330,Finished,Application,M-2008-0032,FL-no 01.054 Pentadecane,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01329,Finished,Application,M-2008-0032,FL-no 01.053 Naphthalene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01328,Finished,Application,M-2008-0032,FL-no 01.052 alpha-Muurolene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01327,Finished,Application,M-2008-0032,FL-no 01.051 2-Methylnaphthalene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01326,Finished,Application,M-2008-0032,FL-no 01.050 3-Methylhexane,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01325,Finished,Application,M-2008-0032,FL-no 01.047 Longifolene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01324,Finished,Application,M-2008-0032,FL-no 01.046 l-Limonene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01323,Finished,Application,M-2008-0032,FL-no 01.044 Isolongifolene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01322,Finished,Application,M-2008-0032,"FL-no 01.043 3,7,10-Humulatriene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01321,Finished,Application,M-2008-0032,"FL-no 01.042 Germacra-1(10),4(14),5-triene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01320,Finished,Application,M-2008-0032,FL-no 01.028 beta-Bisabolene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01319,Finished,Application,M-2008-0032,"FL-no 01.027 Bisabola-1,8,12-triene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01318,Finished,Application,M-2008-0032,FL-no 01.039 delta-Elemene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01317,Finished,Application,M-2008-0032,FL-no 01.038 Dodecane,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01316,Finished,Application,M-2008-0032,FL-no 01.037 Dodec-1-ene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01315,Finished,Application,M-2008-0032,FL-no 01.036 Diphenylmethane,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01314,Finished,Application,M-2008-0032,"FL-no 01.035 2,6-Dimethylocta-2,4,6-triene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01313,Finished,Application,M-2008-0032,"FL-no 01.034 2,4-Dimethylhexane",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01312,Finished,Application,M-2008-0032,"FL-no 01.033 2,2-Dimethylhexane",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01311,Finished,Application,M-2008-0032,"FL-no 01.032 2,3-Dihydrofarnesene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01310,Finished,Application,M-2008-0032,"FL-no 01.031 1,2-Dihydro-1,1,6-trimethylnaphthalene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01309,Finished,Application,M-2008-0032,FL-no 01.030 beta-Cubebene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01308,Finished,Application,M-2008-0032,"FL-no 01.023 1(5),11-Guaiadiene",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01307,Finished,Application,M-2008-0032,FL-no 01.022 alpha-Cedrene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01306,Finished,Application,M-2008-0032,FL-no 01.021 delta-Cadinene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,10/11/2004,24/09/2009,-,-,-
EFSA-Q-2009-01305,Finished,Application,M-2009-0119,"FL-no 16.120 4-Amino-5,6-dimethylthioenol[2,3-d]pyrimidin-2(1H)-one hydrochloride",Food Ingredients and Packaging,CEF,Flavourings,31/05/2011,Negotiated Deadline,23/01/2010,19/05/2011,-,-,-
EFSA-Q-2009-01304,Finished,Application,M-2008-0126,FL-no 09.850 Ethyl trans-2-hexenoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01303,Finished,Application,M-2008-0126,FL-no 09.822 iso-Propenyl acetate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01302,Finished,Application,M-2008-0126,FL-no 09.495 Ethyl 2-methylcrotonate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01301,Finished,Application,M-2008-0126,FL-no 09.340 Citronellyl 2-methylbut-2-enoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01300,Finished,Application,M-2008-0126,FL-no 09.299 Methyl oct-2(trans)-enoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01299,Finished,Application,M-2008-0126,FL-no 09.292 Hexyl 2-hexenoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01298,Finished,Application,M-2008-0126,FL-no 09.285 Ethyl oct-2(trans)-enoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01297,Finished,Application,M-2008-0126,FL-no 09.283 Ethyl dec-2-enoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01296,Finished,Application,M-2008-0126,FL-no 09.234 Methyl non-2-enoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01295,Finished,Application,M-2008-0126,FL-no 08.114 2-Octenoic acid,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01294,Finished,Application,M-2008-0126,FL-no 08.107 Pent-2-enoic acid,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01293,Finished,Application,M-2008-0126,FL-no 08.099 4-Methylpent-2-enoic acid,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01292,Finished,Application,M-2008-0126,FL-no 08.081 Geranic acid,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,23/07/2009,-,-,-
EFSA-Q-2009-01291,Finished,Application,M-2008-0126,FL-no 17.036 S-allyl-L-cysteine,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01290,Finished,Application,M-2008-0126,"FL-no 15.049 3,5-Diethyl-1,2,4-trithiolane",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01289,Finished,Application,M-2008-0126,FL-no 12.297 3-Mercaptoheptyl acetate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01288,Finished,Application,M-2008-0126,FL-no 12.294 Isopentyl methyl disulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01287,Finished,Application,M-2008-0126,"FL-no 12.293 Ethane-1,1-dithiol",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01286,Finished,Application,M-2008-0126,FL-no 12.292 Hexyl 3-mercaptobutanoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01285,Finished,Application,M-2008-0126,FL-no 12.290 Methyl-3-mercaptobutanoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01284,Finished,Application,M-2008-0126,FL-no 12.289 1-Phenylethylmercaptan,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01283,Finished,Application,M-2008-0126,FL-no 12.288 Heptan-2-thiol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01282,Finished,Application,M-2008-0126,FL-no 12.287 Methyl 3-(methylthio)butanoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01281,Finished,Application,M-2008-0126,FL-no 12.286 4-Methylthio-2-pentanone,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01280,Finished,Application,M-2008-0126,FL-no 12.285 3-Methylthio-2-butanone,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01279,Finished,Application,M-2008-0126,FL-no 12.284 bis(1-Mercaptopropyl)sulphide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01278,Finished,Application,M-2008-0126,FL-no 12.276 (S)-1-Methoxy-3-heptanethiol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01277,Finished,Application,M-2008-0126,FL-no 12.275 Allylthio hexanoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01276,Finished,Application,M-2008-0126,"FL-no 12.274 3,6-Diethyl-1,2,4,5-tetrathiane and 3,5-diethyl-1,2,4-trithiolane mix in vegetable oil triglycerides",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01275,Finished,Application,M-2008-0126,FL-no 12.273 3-Methyl thioheptanal,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01274,Finished,Application,M-2008-0126,FL-no 12.272 Propyl propanethiosulfonate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01273,Finished,Application,M-2008-0126,FL-no 12.267 Propyl-2-mercaptopropionate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01272,Finished,Application,M-2008-0126,FL-no 12.265 2-Methyl-1-methylthio-2-butene,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01271,Finished,Application,M-2008-0126,"FL-no 12.264 4,2-Thiopentanone",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01270,Finished,Application,M-2008-0126,FL-no 12.259 1-Mercapto-p-menthan-3-one,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01269,Finished,Application,M-2008-0126,FL-no 12.256 Ethyl propyl trisulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01268,Finished,Application,M-2008-0126,FL-no 12.254 Butyl ethyl disulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01267,Finished,Application,M-2008-0126,FL-no 12.253 Amyl methyl disulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01266,Finished,Application,M-2008-0126,FL-no 12.252 4-Mercapto-4-methyl-2-pentanol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01265,Finished,Application,M-2008-0126,FL-no 12.243 Dimercaptomethane,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01264,Finished,Application,M-2008-0126,FL-no 12.242 Methylthiomethylmercaptan,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01263,Finished,Application,M-2008-0126,"FL-no 12.240 2,4,6-Trithiaheptane",Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01262,Finished,Application,M-2008-0126,FL-no 12.153 Methyl ethyl disulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01261,Finished,Application,M-2008-0126,FL-no 12.146 Methyl (methylthio)acetate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01260,Finished,Application,M-2008-0126,FL-no 12.145 4-Methoxy-2-methylbutane-2-thiol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01259,Finished,Application,M-2008-0126,FL-no 12.139 2-Mercaptoanisole,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01258,Finished,Application,M-2008-0126,FL-no 12.138 3-Mercapto-3-methylbutyl formate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01257,Finished,Application,M-2008-0126,FL-no 12.137 3-Mercapto-3-methylbutan-1-ol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01256,Finished,Application,M-2008-0126,FL-no 12.134 S-Isopropyl 3-methylbut-2-enethioate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01255,Finished,Application,M-2008-0126,FL-no 12.130 Heptane-1-thiol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01254,Finished,Application,M-2008-0126,FL-no 12.126 Ethyl propyl disulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01253,Finished,Application,M-2008-0126,FL-no 12.114 Diethyl trisulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01252,Finished,Application,M-2008-0126,FL-no 12.108 Di-isopentyl thiomalate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01251,Finished,Application,M-2008-0126,FL-no 12.085 p-Menth-1-ene-8-thiol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01250,Finished,Application,M-2008-0126,FL-no 12.038 8-Mercapto-p-menthan-3-one,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01249,Finished,Application,M-2008-0126,FL-no 12.021 Allyl propyl disulfide,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01248,Finished,Application,M-2008-0126,FL-no 12.017 Ethanethiol,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,24/09/2009,-,-,-
EFSA-Q-2009-01247,Finished,Application,M-2008-0032,FL-no 09.942 2-Methylbutyl-3-methyl-2-butenoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,03/11/2009,26/11/2009,-,-,-
EFSA-Q-2009-01246,Finished,Application,M-2008-0032,FL-no 09.934 Methyl (5Z)-Octenoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,03/11/2009,26/11/2009,-,-,-
EFSA-Q-2009-01245,Finished,Application,M-2008-0032,FL-no 09.865 Hexyl 9-octadecenoate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,03/11/2009,26/11/2009,-,-,-
EFSA-Q-2009-01244,Finished,Application,M-2008-0032,FL-no 09.699 Propyl crotonate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,03/11/2009,26/11/2009,-,-,-
EFSA-Q-2009-01243,Finished,Application,M-2008-0032,FL-no 09.680 Pentyl 2-methylisocrotonate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,03/11/2009,26/11/2009,-,-,-
EFSA-Q-2009-01242,Finished,Application,M-2008-0032,FL-no 09.652 Methyl oleate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,03/11/2009,26/11/2009,-,-,-
EFSA-Q-2009-01241,Finished,Application,M-2008-0032,FL-no 09.647 Methyl methacrylate,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,03/11/2009,26/11/2009,-,-,-
